Mois;heures;Branche Nom;Somme de Auxiliaire de Chauffage;Somme de Chauffage;Somme de Eclairage Public;Somme de Climatisation;Somme de Lave-Linge;Somme de Lave-vaisselle;Somme de Sèche-linge;Somme de Réfrigérateurs et combinés;Somme de Congélateurs;Somme de Télévisions;Somme de Lecteurs DVD;Somme de Magnétoscopes;Somme de Ordinateurs fixes, secondaires et portables;Somme de Décodeurs, TNT, Satellite et TV ADSL;Somme de Imprimantes;Somme de Boxs et modems;Somme de Téléphones fixes;Somme de Chaîne-Hifi;Somme de Consoles de jeux;Somme de Grille Pain;Somme de Bouilloires électriques;Somme de Cafetières filtres / Machine à expresso;Somme de Micro-ondes;Somme de Mini-four;Somme de Friteuses;Somme de Hottes;Somme de Cuisinières;Somme de Aspirateur;Somme de Fers à repasser / Centrales vapeures;Somme de Ordinateurs;Somme de Imprimantes / Photocopieurs / Scanners;Somme de Serveurs;Somme de Faxs;Somme de Traceurs;Somme de Cuisson;Somme de Electroménager;Somme de Froid Alimentaire;Somme de Process;Somme de Energie;Somme de Agriculture;Somme de Pertes;Somme de Autres (Inconnu);Somme de ECS;Somme de Eclairage
1;1;Tertiaire - ADM-BUR;0,000135048;0,035272033;0;0,00448086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,85E-05;0;0;0,006613799;0,004097092;0,003311384;0;0;0,000453403;4,30E-05;0,004192344;0,015242577;0;0;0,006212872;0,00851791;0,004762275;0,001575069
1;1;Tertiaire - Autres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004003162;0,057188029;0;0
1;1;Tertiaire - CHR;0,003275472;0,013817819;0;0,000907432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000859484;0;0;0;0;0;0;0;0,001298409;0,000112962;0,003817199;0,00054426;0;0;0,003235974;0,001973104;0,018651818;0,000970239
1;1;Tertiaire - COM;0,004201555;0,018197014;0;0,000690052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,32E-05;0;0;0;0;0;0;0;0,000355841;0;0,005163328;0,002208576;0;0;0,002987474;0,003520358;0,006464872;0,001823422
1;1;Tertiaire - ENS;0,000149381;0,005079811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000110907;0;0;0,00038423;0,000113032;0,00017814;0;0;0,000396358;0;0,000834598;0;0;0;0,000996443;0,000400041;0,005974275;0,000614125
1;1;Tertiaire - EP;0;0;0,022757639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001593035;0;0;0
1;1;Tertiaire - HCO;0,000128378;0,005712641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,80E-05;0;0;0;0;0;0;0;0,000433434;0;0,000389562;0,000624871;0;0;0,000959051;0,000327463;0,005327431;0,00067897
1;1;Tertiaire - SAN;0,000378148;0,006793971;0;0,000213013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,66E-05;0;0;0;0;0;0;0;0,000498095;0;0,001547362;0,000827341;0;0;0,001642208;0,001183692;0,010713297;0,00122855
1;1;Tertiaire - SPL;0;0,005636037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001568363;0,009105305;0,007639227;0
1;1;Tertiaire - TRA;0;0,001710244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,11E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000529841;0,004728609;0,00111924;0
1;2;AUT Autres (dont Branche énergie, Transport et Agriculture);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007528659;0;0,001562517;0,000757265;0,001726894;0;0
1;2;IND Agroalimentaires;0;0,000387525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005323382;0;0;0,00041054;6,37E-06;0;0,000147586
1;2;IND Chimie & matériaux plastiques ;0;2,08E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025076765;0;0;0,00191875;0,001849178;0;0,000463939
1;2;IND Composants électriques et électroniques;0;0,00032759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013703638;0;0;0,001148381;0,001050881;0;0,001323332
1;2;IND Construction Mécanique;0;3,56E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001033399;0;0;8,53E-05;2,95E-05;0;0,000120446
1;2;IND Construction navale et aéronautique, armement;0;0,000124032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002300955;0;0;0,000215164;0,000421391;0;0,000227392
1;2;IND Équipement de transport ;0;3,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001141991;0;0;9,36E-05;3,13E-05;0;0,000132559
1;2;IND Fonderie, travail des métaux;0;0,000142923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004570261;0;0;0,000353477;0,000133939;0;0,000202542
1;2;IND Minerai, métal ferreux/non ferreux ;0;9,26E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0020333;0;0;0,000149601;4,37E-05;0;5,09E-05
1;2;IND Papier;0;0,000261574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002907937;0;0;0,000229871;5,43E-05;0;6,00E-05
1;2;IND Parachimie, industrie pharmaceutique;0;0,000687817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012194455;0;0;0,001045699;0,001182185;0;0,000874104
1;2;IND Textile ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;Résidence Principale;0,006274732;0,231176059;0;0;0,003361832;0,002416944;0,000806686;0,02088801;0,013607508;0,009464444;0,001192289;0;0,005062307;0,003044881;0,000992252;0,001964665;0;0,001479142;0,001669675;1,42E-05;0,000116849;2,41E-05;0,000367372;0,000140283;1,50E-05;8,56E-06;6,97E-05;0;9,11E-05;0;0;0;0;0;0;0;0;0;0;0;0,03354775;0,029545439;0,141621491;0,00383805
1;2;Résidence Secondaire;0,001434155;0,011792595;0;0;6,22E-05;4,98E-05;1,22E-05;0,001090832;0,00021565;0,000461908;8,38E-06;0;0;0;0;0;0,000652669;6,68E-06;5,99E-06;3,55E-07;6,14E-06;2,20E-06;6,75E-06;1,83E-06;4,35E-07;5,55E-07;3,61E-06;0;1,84E-06;0;0;0;0;0;0;0;0;0;0;0;0,001887936;0,00157121;0,009378422;0,000204105
1;2;SPE Matériaux de construction;0;0,012525664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000876796;0;0;0
1;2;SPE Verre;0;0,002445812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000171207;0;0;0
1;2;Tertiaire - ADM-BUR;0,00013559;0,035436722;0;0,004415115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,63E-05;0;0;0,006613799;0,004097092;0,003311384;0;0;0,000453403;4,92E-05;0,003956344;0,015242577;0;0;0,006203596;0,00851791;0,004762275;0,001575069
1;2;Tertiaire - Autres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004003162;0,057188029;0;0
1;2;Tertiaire - CHR;0,00328802;0,01388234;0;0,000889718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000826562;0;0;0;0;0;0;0;0,001298409;0,000129366;0,003602317;0,00054426;0;0;0,003223931;0,001973104;0,018651818;0,000970239
1;2;Tertiaire - COM;0,004218417;0,018281973;0;0,000632607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,11E-05;0;0;0;0;0;0;0;0,000355841;0;0,004872668;0,002208576;0;0;0,002970091;0,003520358;0,006464872;0,001823422
1;2;Tertiaire - ENS;0,000149985;0,005103543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000106659;0;0;0,00038423;0,000113032;0,00017814;0;0;0,000396358;0;0,000787616;0;0;0;0,00099456;0,000400041;0,005974275;0,000614125
1;2;Tertiaire - EP;0;0;0,022757639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001593035;0;0;0
1;2;Tertiaire - HCO;0,000128893;0,005740237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,50E-05;0;0;0;0;0;0;0;0,000433434;0;0,000367632;0,000624871;0;0;0,000930525;0,000327463;0,005327431;0,000268264
1;2;Tertiaire - SAN;0,000379656;0,006825864;0;0,000166582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,37E-05;0;0;0;0;0;0;0;0,000498095;0;0,001460256;0,000827341;0;0;0,001634993;0,001183692;0,010713297;0,00122855
1;2;Tertiaire - SPL;0;0,005662373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,73E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001568744;0,009105305;0,007639227;0
1;2;Tertiaire - TRA;0;0,001718235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,68E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000529743;0,004728609;0,00111924;0
1;3;AUT Autres (dont Branche énergie, Transport et Agriculture);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007528659;0;0,001562517;0,000757265;0,001726894;0;0
1;3;IND Agroalimentaires;0;0,000387525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005323382;0;0;0,00041054;6,37E-06;0;0,000147586
1;3;IND Chimie & matériaux plastiques ;0;2,08E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025076765;0;0;0,00191875;0,001849178;0;0,000463939
1;3;IND Composants électriques et électroniques;0;0,00032759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013703638;0;0;0,001148381;0,001050881;0;0,001323332
1;3;IND Construction Mécanique;0;3,56E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001033399;0;0;8,53E-05;2,95E-05;0;0,000120446
1;3;IND Construction navale et aéronautique, armement;0;0,000124032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002300955;0;0;0,000215164;0,000421391;0;0,000227392
1;3;IND Équipement de transport ;0;3,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001141991;0;0;9,36E-05;3,13E-05;0;0,000132559
1;3;IND Fonderie, travail des métaux;0;0,000142923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004570261;0;0;0,000353477;0,000133939;0;0,000202542
1;3;IND Minerai, métal ferreux/non ferreux ;0;9,26E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0020333;0;0;0,000149601;4,37E-05;0;5,09E-05
1;3;IND Papier;0;0,000261574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002907937;0;0;0,000229871;5,43E-05;0;6,00E-05
1;3;IND Parachimie, industrie pharmaceutique;0;0,000687817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012194455;0;0;0,001045699;0,001182185;0;0,000874104
1;3;IND Textile ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3;Résidence Principale;0,006299814;0,232287448;0;0;0,006566472;0,001607609;0,00403343;0,020747126;0,013727928;0,00608923;0,001143154;0;0,004795213;0,002986326;0,000992252;0,001964665;0;0,001479142;0,001669675;3,98E-05;5,34E-05;6,67E-06;0,000357972;0,000140272;1,38E-05;8,56E-06;0,000143384;0;8,46E-05;0;0;0;0;0;0;0;0;0;0;0;0,031469763;0,029545439;0,109048548;0,003736154
1;3;Résidence Secondaire;0,001473524;0,011848541;0;0;0,00012146;3,32E-05;6,09E-05;0,001083474;0,000217558;0,000297182;8,04E-06;0;0;0;0;0;0,000652669;6,68E-06;5,99E-06;9,95E-07;2,81E-06;6,09E-07;6,57E-06;1,83E-06;4,00E-07;5,55E-07;7,42E-06;0;1,71E-06;0;0;0;0;0;0;0;0;0;0;0;0,001737635;0,00157121;0,007221385;0,000198687
1;3;SPE Matériaux de construction;0;0,012525664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000876796;0;0;0
1;3;SPE Verre;0;0,002445812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000171207;0;0;0
1;3;Tertiaire - ADM-BUR;0,000136132;0,035601412;0;0,004349369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0,006613811;0,004097095;0,003311384;0;0;0,000453403;7,68E-06;0,00387392;0,015242577;0;0;0,00612324;0,00851791;0,003666952;0,001575069
1;3;Tertiaire - Autres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004003162;0,057188029;0;0
1;3;Tertiaire - CHR;0,003378278;0,014346421;0;0,000872003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000413281;0;0;0;0;0;0;0;0,001298409;2,02E-05;0,003527269;0,00054426;0;0;0,002919375;0,001973104;0,0143619;0,000970239
1;3;Tertiaire - COM;0,00423528;0,018366932;0;0,000575163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,56E-05;0;0;0;0;0;0;0;0,000355841;0;0,004771154;0,002208576;0;0;0,002860217;0,003520358;0,004977952;0,001823422
1;3;Tertiaire - ENS;0,000150589;0,005127275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,33E-05;0;0;0,000384237;0,000113034;0,00017814;0;0;0,000396358;0;0,000771207;0;0;0;0,000895197;0,000400041;0,004600192;0,000614125
1;3;Tertiaire - EP;0;0;0,022757639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001593035;0;0;0
1;3;Tertiaire - HCO;0,000129408;0,005767834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,75E-05;0;0;0;0;0;0;0;0,000433434;0;0,000359973;0,000624871;0;0;0,000843062;0,000327463;0,004102122;0,000261142
1;3;Tertiaire - SAN;0,0003905;0,00705526;0;0,000120152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,69E-05;0;0;0;0;0;0;0;0,000498095;0;0,001429834;0,000827341;0;0;0,001471366;0,001183692;0,008249238;0,00122855
1;3;Tertiaire - SPL;0;0,005688709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,04E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001448066;0,009105305;0,005882205;0
1;3;Tertiaire - TRA;0;0,001726227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,69E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000512494;0,004728609;0,000861815;0
1;4;AUT Autres (dont Branche énergie, Transport et Agriculture);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00790527;0;0,001562517;0,000789675;0,00181328;0;0
1;4;IND Agroalimentaires;0;0,000401539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005515883;0;0;0,000425386;6,60E-06;0;0,000152923
1;4;IND Chimie & matériaux plastiques ;0;2,10E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025279797;0;0;0,001934285;0,001864149;0;0,000467695
1;4;IND Composants électriques et électroniques;0;0,000350965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,014681451;0;0;0,001230323;0,001125866;0;0,001417757
1;4;IND Construction Mécanique;0;4,14E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001201806;0;0;9,92E-05;3,43E-05;0;0,000140075
1;4;IND Construction navale et aéronautique, armement;0;0,000155251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002880108;0;0;0,000269321;0,000527455;0;0,000284627
1;4;IND Équipement de transport ;0;3,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001393051;0;0;0,000114236;3,81E-05;0;0,000161702
1;4;IND Fonderie, travail des métaux;0;0,000156504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005004541;0;0;0,000387065;0,000146667;0;0,000221788
1;4;IND Minerai, métal ferreux/non ferreux ;0;9,40E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002062285;0;0;0,000151733;4,43E-05;0;5,16E-05
1;4;IND Papier;0;0,000262454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002917719;0;0;0,000230644;5,45E-05;0;6,02E-05
1;4;IND Parachimie, industrie pharmaceutique;0;0,000741769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013150986;0;0;0,001127724;0,001274915;0;0,000942669
1;4;IND Textile ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;4;Résidence Principale;0,006480943;0,233398836;0;0;0,009827087;0,00155221;0,004537609;0,020549967;0,013607508;0,004064101;0,001114269;0;0,004535781;0,002986326;0,000992252;0,001964665;0;0,001499686;0,001669675;9,38E-05;2,67E-05;7,66E-05;0,000366425;0,000140272;1,25E-05;1,07E-05;0,000565332;0;7,67E-05;0;0;0;0;0;0;0;0;0;0;0;0,029195234;0,029545439;0,073643175;0,003736154
1;4;Résidence Secondaire;0,00153023;0,011904487;0;0;0,000181772;3,20E-05;6,85E-05;0,001073178;0,00021565;0,000198347;7,83E-06;0;0;0;0;0;0,000652669;6,77E-06;5,99E-06;2,34E-06;1,40E-06;7,00E-06;6,73E-06;1,83E-06;3,64E-07;6,94E-07;2,93E-05;0;1,55E-06;0;0;0;0;0;0;0;0;0;0;0;0,001580272;0,00157121;0,004876779;0,000198687
1;4;SPE Matériaux de construction;0;0,012892341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000902464;0;0;0
1;4;SPE Verre;0;0,002449916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000171494;0;0;0
